DraftYr,Round,Pk,Tm,Player,College,CollegeYrs,Salary,Championships,Career,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
2009,1,4,SAC,Tyreke Evans,University of Memphis,1,"$61,993,654.00 ",0,8,473,15233,7631,2254,2417,0.444,0.295,0.757,32.2,16.1,4.8,5.1,23.9,0.075,0.8,10.9
2009,1,9,TOR,DeMar DeRozan,University of Southern California,1,"$41,075,020.00 ",0,8,595,20275,11456,2424,1661,0.446,0.281,0.828,34.1,19.3,4.1,2.8,44.4,0.105,-0.9,5.5
2009,1,3,OKC,James Harden,Arizona State University,2,"$62,920,389.00 ",0,8,615,20688,13618,3093,3527,0.442,0.364,0.854,33.6,22.1,5,5.7,91.3,0.212,6,41.7
2009,1,15,DET,Austin Daye,Gonzaga University,2,"$9,370,982.00 ",1,6,293,4132,1522,764,212,0.402,0.351,0.778,14.1,5.2,2.6,0.7,4.5,0.053,-2.6,-0.6
2009,2,43,MIA,Marcus Thornton,Louisiana State University,2,"$31,875,600.00 ",0,8,483,11299,5750,1348,677,0.425,0.358,0.83,23.4,11.9,2.8,1.4,20,0.085,-0.8,3.4
2009,2,55,POR,Patrick Mills,Saint Mary's College of California,2,$0.00 ,0,8,441,7482,3464,674,957,0.436,0.395,0.833,17,7.9,1.5,2.2,20,0.128,0.9,5.5
2009,1,6,MIN,Jonny Flynn,Syracuse University,2,"$9,576,000.00 ",0,3,163,3738,1504,307,634,0.4,0.338,0.809,22.9,9.2,1.9,3.9,-1.1,-0.015,-4.9,-2.7
2009,2,42,LAL,Patrick Beverley,University of Arkansas,2,"$8,030,338.00 ",0,5,291,8290,2708,1185,980,0.414,0.375,0.764,28.5,9.3,4.1,3.4,19.6,0.113,1.9,8.1
2009,2,45,MIN,Nick Calathes,University of Florida,2,"$1,306,662.00 ",0,2,129,2011,590,243,353,0.441,0.288,0.581,15.6,4.6,1.9,2.7,2.6,0.063,-0.7,0.6
2009,1,1,LAC,Blake Griffin,University of Oklahoma,2,"$102,937,768.00 ",0,7,471,16567,10117,4424,1954,0.518,0.299,0.673,35.2,21.5,9.4,4.1,62.4,0.181,4.1,25.6
2009,2,37,SAS,DeJuan Blair,University of Pittsburgh,2,"$8,760,293.00 ",0,7,424,7054,2865,2153,349,0.524,0,0.608,16.6,6.8,5.1,0.8,19,0.129,0.4,4.2
2009,2,58,BOS,Lester Hudson,University of Tennessee at Martin,2,"$1,627,488.00 ",0,4,57,594,268,77,71,0.375,0.277,0.806,10.4,4.7,1.4,1.2,0.2,0.016,-2.7,-0.1
2009,1,16,CHI,James Johnson,Wake Forest University,2,"$18,566,302.00 ",0,8,474,9355,3569,1632,866,0.477,0.296,0.693,19.7,7.5,3.4,1.8,17,0.087,1.3,7.7
2009,1,19,ATL,Jeff Teague,Wake Forest University,2,"$31,663,717.00 ",0,8,600,16175,7545,1444,3310,0.447,0.355,0.844,27,12.6,2.4,5.5,41.2,0.122,0.2,8.8
2009,1,7,GSW,Stephen Curry,Davidson College,3,"$56,700,262.00 ",2,8,574,19897,13088,2502,3917,0.476,0.438,0.901,34.7,22.8,4.4,6.8,84.2,0.203,6.3,41.8
2009,1,12,CHA,Gerald Henderson,Duke University,3,"$33,311,520.00 ",0,8,535,13854,5987,1716,1009,0.44,0.327,0.793,25.9,11.2,3.2,1.9,18.3,0.063,-2.2,-0.9
2009,2,35,DET,DaJuan Summers,Georgetown University,3,"$1,292,675.00 ",0,4,83,820,278,82,29,0.384,0.367,0.642,9.9,3.3,1,0.3,-0.1,-0.008,-6.4,-0.9
2009,2,59,LAL,Chinemelu Elonu,Texas A&M University,3,$0.00 ,0,0,,,,,,,,,,,,,,,,
2009,1,8,NYK,Jordan Hill,University of Arizona,3,"$32,072,160.00 ",0,8,409,7692,3232,2389,322,0.497,0.136,0.699,18.8,7.9,5.8,0.8,16.4,0.102,-2,0
2009,2,44,DET,Chase Budinger,University of Arizona,3,"$7,597,183.00 ",0,7,407,7998,3198,1240,473,0.43,0.352,0.797,19.7,7.9,3,1.2,13.9,0.083,-1.4,1.2
2009,1,2,MEM,Hasheem Thabeet,University of Connecticut,3,"$18,029,840.00 ",0,5,224,2357,483,595,27,0.567,,0.578,10.5,2.2,2.7,0.1,4.8,0.099,-1.4,0.4
2009,2,52,IND,A.J. Price,University of Connecticut,3,"$511,426.00 ",0,6,261,3929,1523,377,567,0.38,0.316,0.742,15.1,5.8,1.4,2.2,4.7,0.058,-2.4,-0.4
2009,2,41,MIL,Jodie Meeks,University of Kentucky,3,"$23,322,195.00 ",0,8,454,10887,4450,982,505,0.42,0.376,0.881,24,9.8,2.2,1.1,21.9,0.097,-0.4,4.4
2009,1,14,PHO,Earl Clark,University of Louisville,3,"$6,010,824.00 ",0,6,261,3630,1138,778,134,0.403,0.328,0.664,13.9,4.4,3,0.5,2.9,0.038,-3.6,-1.5
2009,1,18,MIN,Ty Lawson,University of North Carolina,3,"$30,758,407.00 ",0,8,551,16088,6977,1506,3316,0.46,0.359,0.77,29.2,12.7,2.7,6,42.1,0.126,0.7,10.9
2009,1,28,MIN,Wayne Ellington,University of North Carolina,3,"$15,471,442.00 ",0,8,515,10382,3869,1091,560,0.412,0.377,0.85,20.2,7.5,2.1,1.1,10.7,0.05,-2.7,-1.8
2009,1,26,CHI,Taj Gibson,University of Southern California,3,"$43,768,890.00 ",0,8,585,14657,5487,3689,577,0.495,0.114,0.694,25.1,9.4,6.3,1,37.6,0.123,-0.2,6.5
2009,2,40,CHA,Derrick Brown,Xavier University,3,"$1,219,783.00 ",0,3,171,2554,895,413,119,0.515,0.317,0.637,14.9,5.2,2.4,0.7,4.5,0.085,-1.6,0.2
2009,2,31,SAC,Jeff Pendergraph,Arizona State University,4,$0.00 ,0,6,237,2322,690,632,99,0.553,0.4,0.776,9.8,2.9,2.7,0.4,6.3,0.131,-1.4,0.4
2009,1,29,LAL,Toney Douglas,Florida State University,4,"$8,532,453.00 ",0,8,394,7511,3009,875,889,0.404,0.354,0.824,19.1,7.6,2.2,2.3,12.1,0.077,-0.6,2.6
2009,2,50,UTA,Goran Suton,Michigan State University,4,$0.00 ,0,0,,,,,,,,,,,,,,,,
2009,2,56,DAL,Ahmad Nivins,Saint Joseph's University,4,$0.00 ,0,0,,,,,,,,,,,,,,,,
2009,2,54,CHA,Robert Vaden,University of Alabama at Birmingham,4,"$1,591,674.00 ",0,0,,,,,,,,,,,,,,,,
2009,1,21,NOH,Darren Collison,University of California Los Angeles,4,"$22,923,797.00 ",0,8,563,16635,7149,1475,2716,0.469,0.38,0.852,29.5,12.7,2.6,4.8,35.5,0.102,-0.3,7.2
2009,2,32,WAS,Jermaine Taylor,University of Central Florida,4,"$3,067,613.00 ",0,2,65,786,351,108,48,0.441,0.284,0.73,12.1,5.4,1.7,0.7,0.2,0.014,-4.6,-0.5
2009,1,11,NJN,Terrence Williams,University of Louisville,4,"$4,774,168.00 ",0,4,153,2922,1085,545,364,0.412,0.317,0.659,19.1,7.1,3.6,2.4,-0.2,-0.004,-3.8,-1.4
2009,2,60,MIA,Robert Dozier,University of Memphis,4,"$473,604.00 ",0,0,,,,,,,,,,,,,,,,
2009,2,51,SAS,Jack McClinton,University of Miami,4,$0.00 ,0,0,,,,,,,,,,,,,,,,
2009,1,27,MEM,DeMarre Carroll,University of Missouri,4,"$36,665,320.00 ",0,8,414,9502,3336,1571,469,0.442,0.361,0.728,23,8.1,3.8,1.1,22,0.111,1.2,7.8
2009,1,13,IND,Tyler Hansbrough,University of North Carolina,4,"$16,507,570.00 ",0,7,428,7233,2881,1808,181,0.439,0.136,0.738,16.9,6.7,4.2,0.4,20.2,0.134,-2.5,-1
2009,2,46,CLE,Danny Green,University of North Carolina,4,"$31,875,110.00 ",1,8,470,11762,4155,1603,761,0.423,0.4,0.821,25,8.8,3.4,1.6,30.4,0.124,3.3,15.7
2009,2,48,PHO,Taylor Griffin,University of Oklahoma,4,"$762,195.00 ",0,1,8,32,10,2,1,0.4,0,0.5,4,1.3,0.3,0.1,0,-0.039,-7.3,0
2009,2,36,MEM,Sam Young,University of Pittsburgh,4,"$3,297,015.00 ",0,4,249,3966,1436,573,180,0.442,0.28,0.742,15.9,5.8,2.3,0.7,5.2,0.063,-2.9,-0.9
2009,2,38,POR,Jon Brockman,University of Washington,4,"$3,000,000.00 ",0,3,150,1570,320,472,49,0.488,0,0.618,10.5,2.1,3.1,0.3,3.7,0.113,-2.1,0
2009,2,33,POR,Dante Cunningham,Villanova University,4,"$13,271,881.00 ",0,8,578,12385,3522,2190,408,0.471,0.326,0.65,21.4,6.1,3.8,0.7,20.6,0.08,-1,3
2009,1,20,UTA,Eric Maynor,Virginia Commonwealth University,4,"$6,269,400.00 ",0,5,267,3896,1141,348,760,0.392,0.35,0.721,14.6,4.3,1.3,2.8,3.3,0.041,-4.7,-2.7
2010,2,48,MIA,Latavious Williams,,0,$0.00 ,0,0,,,,,,,,,,,,,,,,
2010,1,3,NJN,Derrick Favors,Georgia Institute of Technology,1,"$43,648,116.00 ",0,7,479,12348,5479,3435,510,0.51,0.154,0.664,25.8,11.4,7.2,1.1,33.5,0.13,0.8,8.7
2010,2,33,SAC,Hassan Whiteside,Marshall University,1,"$2,481,666.00 ",0,5,217,5891,2942,2474,93,0.585,,0.611,27.1,13.6,11.4,0.4,25.2,0.205,0.4,3.5
2010,2,40,IND,Lance Stephenson,University of Cincinnati,1,"$21,435,000.00 ",0,7,358,8893,3106,1485,1081,0.451,0.307,0.69,24.8,8.7,4.1,3,13.8,0.074,-0.4,3.6
2010,1,12,MEM,Xavier Henry,University of Kansas,1,"$7,597,040.00 ",0,5,185,2905,1050,351,120,0.406,0.325,0.635,15.7,5.7,1.9,0.6,0.8,0.013,-5.1,-2.3
2010,1,1,WAS,John Wall,University of Kentucky,1,"$73,150,060.00 ",0,7,500,18031,9419,2217,4610,0.433,0.321,0.791,36.1,18.8,4.4,9.2,40.5,0.108,2.5,20.3
2010,1,5,SAC,DeMarcus Cousins,University of Kentucky,1,"$48,863,064.00 ",0,7,487,15570,10308,5267,1468,0.459,0.33,0.736,32,21.2,10.8,3,36.9,0.114,2.6,18.1
2010,1,18,OKC,Eric Bledsoe,University of Kentucky,1,"$48,834,307.00 ",0,7,418,11309,5480,1583,1924,0.444,0.334,0.8,27.1,13.1,3.8,4.6,23.2,0.099,1.9,11.2
2010,1,29,ORL,Daniel Orton,University of Kentucky,1,"$3,050,059.00 ",0,3,51,542,143,126,24,0.485,0,0.597,10.6,2.8,2.5,0.5,1,0.093,-1.7,0
2010,2,37,MIL,Darington Hobson,University of New Mexico,1,$0.00 ,0,1,5,39,4,3,6,0.154,0,,7.8,0.8,0.6,1.2,-0.2,-0.225,-14.1,-0.1
2010,2,47,MIL,Tiny Gallon,University of Oklahoma,1,$0.00 ,0,0,,,,,,,,,,,,,,,,
2010,1,19,BOS,Avery Bradley,University of Texas at Austin,1,"$30,275,883.00 ",0,7,413,11619,5008,1264,703,0.442,0.366,0.772,28.1,12.1,3.1,1.7,14.4,0.06,-1.4,1.8
2010,1,9,UTA,Gordon Hayward,Butler University,2,"$57,456,653.00 ",0,7,516,16164,8077,2149,1762,0.444,0.368,0.82,31.3,15.7,4.2,3.4,43,0.128,2,16.3
2010,1,10,IND,Paul George,California State University Fresno,2,"$61,872,651.00 ",0,7,448,14692,8090,2816,1419,0.432,0.37,0.85,32.8,18.1,6.3,3.2,44.5,0.145,3.8,21.3
2010,1,7,DET,Greg Monroe,Georgetown University,2,"$35,735,866.00 ",0,7,538,15955,7572,4707,1216,0.511,0,0.705,29.7,14.1,8.7,2.3,45.2,0.136,2,16.2
2010,1,22,POR,Elliot Williams,University of Memphis,2,"$4,993,747.00 ",0,4,109,1470,537,161,94,0.421,0.31,0.669,13.5,4.9,1.5,0.9,0.7,0.024,-5.3,-1.2
2010,2,36,DET,Terrico White,University of Mississippi,2,"$2,896,407.00 ",0,0,,,,,,,,,,,,,,,,
2010,1,16,MIN,Luke Babbitt,University of Nevada Reno,2,"$8,145,883.00 ",0,7,331,4617,1559,750,193,0.406,0.406,0.743,13.9,4.7,2.3,0.6,6.3,0.065,-2.7,-0.8
2010,1,13,TOR,Ed Davis,University of North Carolina,2,"$24,115,653.00 ",0,7,481,10036,3278,3063,398,0.562,0,0.568,20.9,6.8,6.4,0.8,30.5,0.146,1.1,7.9
2010,2,54,LAC,Willie Warren,University of Oklahoma,2,"$1,288,872.00 ",0,1,19,134,37,12,27,0.371,0.333,0.75,7.1,1.9,0.6,1.4,0.2,0.065,-4.5,-0.1
2010,1,8,LAC,Al-Farouq Aminu,Wake Forest University,2,"$28,721,226.00 ",0,7,520,12520,3766,2948,639,0.426,0.324,0.725,24.1,7.2,5.7,1.2,17.4,0.067,-0.3,5.2
2010,2,43,LAL,Devin Ebanks,West Virginia University,2,"$473,604.00 ",0,3,63,711,224,122,24,0.385,0.222,0.722,11.3,3.6,1.9,0.4,0.5,0.035,-4.7,-0.5
2010,1,27,NJN,Jordan Crawford,Xavier University,2,"$5,696,958.00 ",0,5,276,6790,3399,699,870,0.411,0.314,0.825,24.6,12.3,2.5,3.2,6.1,0.043,-2.1,-0.2
2010,1,6,GSW,Ekpe Udoh,Baylor University,3,"$14,354,428.00 ",0,5,270,4564,1072,860,179,0.429,0,0.72,16.9,4,3.2,0.7,5.7,0.06,-1.1,1
2010,2,50,DAL,Solomon Alabi,Florida State University,3,"$2,330,000.00 ",0,2,26,181,39,61,5,0.314,,0.7,7,1.5,2.3,0.2,0,0.01,-5.4,-0.2
2010,2,46,PHO,Gani Lawal,Georgia Institute of Technology,3,"$473,604.00 ",0,1,1,2,0,0,0,,,,2,0,0,0,0,-0.009,-4.9,0
2010,1,21,OKC,Craig Brackins,Iowa State University,3,"$4,116,840.00 ",0,2,17,121,30,19,9,0.265,0.214,0.5,7.1,1.8,1.1,0.5,-0.2,-0.089,-9.1,-0.2
2010,1,2,PHI,Evan Turner,Ohio State University,3,"$44,965,700.00 ",0,7,534,15048,5619,2668,1968,0.431,0.298,0.782,28.2,10.5,5,3.7,15.9,0.051,-2,-0.1
2010,1,20,SAS,James Anderson,Oklahoma State University,3,"$4,312,098.00 ",0,5,247,4320,1422,560,291,0.411,0.321,0.755,17.5,5.8,2.3,1.2,3.3,0.037,-2.8,-0.9
2010,1,4,MIN,Wesley Johnson,Syracuse University,3,"$18,746,842.00 ",0,7,497,11452,3704,1636,561,0.406,0.337,0.743,23,7.5,3.3,1.1,9,0.038,-1.2,2.3
2010,1,11,NOH,Cole Aldrich,University of Kansas,3,"$16,517,824.00 ",0,7,318,3340,1038,1116,180,0.531,,0.748,10.5,3.3,3.5,0.6,9.6,0.137,1.2,2.7
2010,1,14,HOU,Patrick Patterson,University of Kentucky,3,"$27,135,303.00 ",0,7,477,11434,3746,2233,578,0.459,0.368,0.744,24,7.9,4.7,1.2,25,0.105,0.7,7.9
2010,2,34,POR,Armon Johnson,University of Nevada Reno,3,"$208,988.00 ",0,2,47,401,157,49,56,0.458,0.4,0.679,8.5,3.3,1,1.2,-0.1,-0.015,-6.2,-0.4
2010,1,25,MEM,Dominique Jones,University of South Florida,3,"$3,579,960.00 ",1,3,80,741,246,114,144,0.366,0.095,0.729,9.3,3.1,1.4,1.8,0.3,0.017,-3.6,-0.3
2010,2,58,LAL,Derrick Caracter,University of Texas at El Paso,3,$0.00 ,0,1,41,215,81,43,7,0.485,,0.739,5.2,2,1,0.2,0.3,0.057,-4.9,-0.2
2010,1,15,MIL,Larry Sanders,Virginia Commonwealth University,3,"$19,846,730.00 ",0,6,238,4635,1520,1345,174,0.48,0,0.553,19.5,6.4,5.7,0.7,10.3,0.107,0.6,3
2010,1,23,MIN,Trevor Booker,Clemson University,4,"$26,226,120.00 ",0,7,464,9714,3251,2614,484,0.515,0.315,0.626,20.9,7,5.6,1,23.3,0.115,0.3,5.6
2010,2,57,IND,Ryan Reid,Florida State University,4,"$950,000.00 ",0,1,5,17,8,2,0,0.8,,,3.4,1.6,0.4,0,0.1,0.142,-5.5,0
2010,2,51,OKC,Magnum Rolle,Louisiana Tech University,4,"$1,586,102.00 ",0,0,,,,,,,,,,,,,,,,
2010,2,30,WAS,Lazar Hayward,Marquette University,4,"$2,661,268.00 ",0,3,72,591,207,90,35,0.347,0.269,0.767,8.2,2.9,1.3,0.5,0.2,0.02,-4.6,-0.4
2010,2,41,MIA,Jarvis Varnado,Mississippi State University,4,"$171,696.00 ",1,2,37,397,107,72,16,0.582,,0.518,10.7,2.9,1.9,0.4,0.7,0.089,-1.9,0
2010,2,56,MIN,Hamady N'Diaye,Rutgers University,4,$0.00 ,0,3,33,157,20,25,3,0.467,,0.462,4.8,0.6,0.8,0.1,0,0.013,-4.9,-0.1
2010,2,39,NYK,Landry Fields,Stanford University,4,"$19,985,799.00 ",0,5,255,6010,1731,1092,419,0.473,0.332,0.666,23.6,6.8,4.3,1.6,10.5,0.084,-0.1,2.8
2010,2,38,NYK,Andy Rautins,Syracuse University,4,"$2,177,744.00 ",0,1,5,24,8,1,3,0.429,0.25,0.5,4.8,1.6,0.2,0.6,-0.2,-0.314,-16,-0.1
2010,2,59,ORL,Stanley Robinson,University of Connecticut,4,$0.00 ,0,0,,,,,,,,,,,,,,,,
2010,1,28,MEM,Greivis Vasquez,University of Maryland,4,"$22,838,814.00 ",0,7,401,9520,3591,1021,1935,0.418,0.349,0.817,23.7,9,2.5,4.8,12.6,0.064,-1.5,1.1
2010,2,60,PHO,Dwayne Collins,University of Miami,4,$0.00 ,0,0,,,,,,,,,,,,,,,,
2010,2,52,BOS,Luke Harangody,University of Notre Dame,4,"$1,054,389.00 ",0,2,70,871,253,196,36,0.376,0.241,0.737,12.4,3.6,2.8,0.5,0.9,0.048,-3.3,-0.3
2010,1,24,ATL,Damion James,University of Texas at Austin,4,"$2,537,204.00 ",1,4,39,623,150,131,26,0.415,0,0.667,16,3.8,3.4,0.7,0,-0.001,-4.3,-0.4
2010,2,32,MIA,Dexter Pittman,University of Texas at Austin,4,"$762,195.00 ",2,4,50,347,116,89,9,0.45,,0.545,6.9,2.3,1.8,0.2,0.5,0.068,-6,-0.4
2010,2,44,MIL,Jerome Jordan,University of Tulsa,4,$0.00 ,0,2,65,491,180,132,17,0.528,,0.852,7.6,2.8,2,0.3,1.7,0.168,0,0.2
2010,1,26,OKC,Quincy Pondexter,University of Washington,4,"$15,832,948.00 ",0,5,279,5042,1466,567,230,0.424,0.365,0.732,18.1,5.3,2,0.8,9.1,0.087,-1,1.2
2010,2,42,MIA,Da'Sean Butler,West Virginia University,4,"$1,702,744.00 ",0,0,,,,,,,,,,,,,,,,
2010,2,55,UTA,Jeremy Evans,Western Kentucky University,4,"$8,051,492.00 ",0,6,249,2621,877,640,107,0.568,0.231,0.687,10.5,3.5,2.6,0.4,8.2,0.15,1.1,2
2011,2,39,CHA,Jeremy Tyler,,0,"$2,154,747.00 ",0,3,104,1034,373,269,25,0.45,0,0.557,9.9,3.6,2.6,0.2,0.3,0.014,-6.6,-1.2
2011,1,1,CLE,Kyrie Irving,Duke University,1,"$57,243,574.00 ",1,6,381,13024,8232,1290,2114,0.457,0.383,0.873,34.2,21.6,3.4,5.5,40.4,0.149,2.9,16.2
2011,2,49,MEM,Josh Selby,University of Kansas,1,"$1,312,195.00 ",0,2,38,296,83,20,34,0.33,0.143,0.72,7.8,2.2,0.5,0.9,-0.7,-0.113,-10.1,-0.6
2011,1,8,DET,Brandon Knight,University of Kentucky,1,"$37,696,087.00 ",0,6,382,11939,5820,1277,1629,0.415,0.357,0.812,31.3,15.2,3.3,4.3,11.6,0.047,-1.2,2.3
2011,1,19,CHA,Tobias Harris,University of Tennessee,1,"$40,090,434.00 ",0,6,384,11077,5305,2168,608,0.469,0.332,0.809,28.8,13.8,5.6,1.6,25.7,0.111,-0.1,5.3
2011,1,4,CLE,Tristan Thompson,University of Texas at Austin,1,"$46,412,575.00 ",1,6,466,13381,4378,4026,385,0.515,0,0.611,28.7,9.4,8.6,0.8,34.9,0.125,-0.5,5
2011,2,29,SAS,Cory Joseph,University of Texas at Austin,1,"$12,608,621.00 ",1,6,364,7083,2479,821,904,0.458,0.317,0.768,19.5,6.8,2.3,2.5,15.2,0.103,-0.5,2.7
2011,1,15,IND,Kawhi Leonard,San Diego State University,2,"$42,447,142.00 ",1,6,398,12154,6508,2469,903,0.495,0.388,0.847,30.5,16.4,6.2,2.3,55.4,0.219,6.3,25.4
2011,1,2,MIN,Derrick Williams,University of Arizona,2,"$24,876,268.00 ",0,6,426,8855,3807,1692,293,0.434,0.3,0.71,20.8,8.9,4,0.7,14.1,0.076,-3.2,-2.6
2011,2,35,SAC,Tyler Honeycutt,University of California Los Angeles,2,"$1,619,750.00 ",0,2,24,120,28,24,9,0.314,0.2,0.714,5,1.2,1,0.4,-0.1,-0.049,-6.4,-0.1
2011,1,12,UTA,Alec Burks,University of Colorado,2,"$29,076,655.00 ",0,6,301,6618,3034,877,534,0.428,0.36,0.752,22,10.1,2.9,1.8,9.6,0.07,-2.1,-0.2
2011,2,36,NJN,Jordan Williams,University of Maryland,2,$0.00 ,0,1,43,635,197,156,11,0.507,,0.652,14.8,4.6,3.6,0.3,1.3,0.101,-3.1,-0.2
2011,2,41,LAL,Darius Morris,University of Michigan,2,"$702,756.00 ",0,4,132,1464,430,126,189,0.384,0.322,0.63,11.1,3.3,1,1.4,-0.3,-0.01,-5.6,-1.3
2011,1,26,DAL,Jordan Hamilton,University of Texas at Austin,2,"$4,578,932.00 ",0,5,151,2100,890,429,127,0.408,0.357,0.67,13.9,5.9,2.8,0.8,3,0.069,-1.5,0.3
2011,1,24,OKC,Reggie Jackson,Boston College,3,"$34,750,975.00 ",0,6,403,9887,4919,1226,1748,0.431,0.321,0.86,24.5,12.2,3,4.3,21.3,0.103,0.2,5.4
2011,2,34,WAS,Shelvin Mack,Butler University,3,"$8,287,414.00 ",0,6,330,5781,2094,624,966,0.426,0.321,0.748,17.5,6.3,1.9,2.9,7.5,0.062,-2.5,-0.7
2011,1,18,WAS,Chris Singleton,Florida State University,3,"$4,722,360.00 ",0,3,148,2605,612,472,92,0.376,0.319,0.633,17.6,4.1,3.2,0.6,2.3,0.042,-2.3,-0.2
2011,1,17,NYK,Iman Shumpert,Georgia Institute of Technology,3,"$26,168,982.00 ",1,6,370,9461,2737,1275,704,0.396,0.34,0.764,25.6,7.4,3.4,1.9,11.6,0.059,-0.3,4.1
2011,2,30,CHI,Jimmy Butler,Marquette University,3,"$22,807,677.00 ",0,6,399,12880,6208,1921,1254,0.448,0.337,0.828,32.3,15.6,4.8,3.1,49.3,0.184,4,19.3
2011,2,43,CHI,Malcolm Lee,University of California Los Angeles,3,"$2,094,952.00 ",0,3,36,534,140,65,51,0.382,0.294,0.703,14.8,3.9,1.8,1.4,0.4,0.04,-2,0
2011,1,9,CHA,Kemba Walker,University of Connecticut,3,"$34,765,131.00 ",0,6,443,15008,8137,1708,2380,0.411,0.351,0.827,33.9,18.4,3.9,5.4,32.6,0.104,2.2,15.8
2011,2,37,LAC,Trey Thompkins,University of Georgia,3,"$535,000.00 ",0,1,24,119,57,24,3,0.393,0.308,0.714,5,2.4,1,0.1,0,0.004,-8.9,-0.2
2011,2,47,LAC,Travis Leslie,University of Georgia,3,"$1,262,195.00 ",0,1,10,45,14,9,5,0.357,,0.444,4.5,1.4,0.9,0.5,0.1,0.06,-0.2,0
2011,1,13,PHO,Markieff Morris,University of Kansas,3,"$24,578,479.00 ",0,6,448,11801,5338,2511,759,0.447,0.331,0.774,26.3,11.9,5.6,1.7,18.8,0.077,-0.7,4
2011,1,14,HOU,Marcus Morris,University of Kansas,3,"$18,366,141.00 ",0,6,416,10916,4513,1767,647,0.428,0.355,0.717,26.2,10.8,4.2,1.6,19,0.084,-0.4,4.5
2011,2,45,NOH,Josh Harrellson,University of Kentucky,3,"$2,367,527.00 ",1,3,75,888,265,227,26,0.438,0.347,0.629,11.8,3.5,3,0.3,2.1,0.116,-0.7,0.3
2011,2,53,ORL,DeAndre Liggins,University of Kentucky,3,"$1,899,989.00 ",0,4,119,1183,245,177,74,0.414,0.348,0.558,9.9,2.1,1.5,0.6,1.1,0.044,-1.8,0.1
2011,1,16,PHI,Nikola Vucevic,University of Southern California,3,"$31,057,780.00 ",0,6,399,11912,5807,3954,812,0.502,0.297,0.719,29.9,14.6,9.9,2,28.1,0.113,0.6,7.9
2011,2,60,SAC,Isaiah Thomas,University of Washington,3,"$23,147,290.00 ",0,6,441,13214,8437,1140,2277,0.443,0.367,0.876,30,19.1,2.6,5.2,45.4,0.165,2.5,14.9
2011,1,11,GSW,Klay Thompson,Washington State University,3,"$41,907,055.00 ",2,6,464,15182,8854,1554,1045,0.453,0.419,0.853,32.7,19.1,3.3,2.3,36.6,0.116,0.5,9.6
2011,1,10,MIL,Jimmer Fredette,Brigham Young University,4,"$5,792,196.00 ",0,5,235,3148,1416,236,323,0.412,0.381,0.876,13.4,6,1,1.4,2.4,0.037,-4,-1.6
2011,1,28,CHI,Norris Cole,Cleveland State University,4,"$8,664,044.00 ",2,6,360,8018,2506,702,981,0.407,0.324,0.743,22.3,7,2,2.7,3,0.018,-4,-4
2011,2,46,LAL,Andrew Goudelock,College of Charleston,4,"$200,600.00 ",0,3,49,475,197,34,24,0.393,0.345,0.875,9.7,4,0.7,0.5,0,0.003,-6.5,-0.5
2011,1,21,POR,Nolan Smith,Duke University,4,"$2,731,440.00 ",0,2,84,829,277,83,97,0.371,0.26,0.714,9.9,3.3,1,1.2,-0.8,-0.047,-6.5,-0.9
2011,2,33,DET,Kyle Singler,Duke University,4,"$12,472,500.00 ",0,5,344,7735,2303,1016,270,0.419,0.362,0.793,22.5,6.7,3,0.8,10.1,0.062,-1.6,0.9
2011,2,44,GSW,Charles Jenkins,Hofstra University,4,"$473,604.00 ",0,2,110,1334,408,100,214,0.434,0.182,0.754,12.1,3.7,0.9,1.9,0.5,0.017,-5.9,-1.3
2011,1,22,DEN,Kenneth Faried,Morehead State University,4,"$29,497,975.00 ",0,6,409,10539,4858,3481,432,0.544,0.105,0.653,25.8,11.9,8.5,1.1,34.6,0.158,1.5,9.2
2011,2,48,ATL,Keith Benson,Oakland University,4,$0.00 ,0,1,3,9,0,3,0,0,,,3,0,1,0,0,-0.005,-10.4,0
2011,2,51,POR,Jon Diebler,Ohio State University,4,$0.00 ,0,0,,,,,,,,,,,,,,,,
2011,1,25,BOS,MarShon Brooks,Providence College,4,"$3,433,985.00 ",0,3,164,2876,1261,358,232,0.442,0.326,0.748,17.5,7.7,2.2,1.4,2.5,0.041,-2.5,-0.4
2011,1,27,NJN,JaJuan Johnson,Purdue University,4,"$2,131,560.00 ",0,1,36,298,114,58,6,0.446,,0.667,8.3,3.2,1.6,0.2,0.2,0.032,-6.3,-0.3
2011,2,55,BOS,E'Twaun Moore,Purdue University,4,"$9,913,819.00 ",0,6,380,7106,2489,667,648,0.435,0.369,0.749,18.7,6.6,1.8,1.7,7.5,0.051,-2.2,-0.4
2011,2,50,PHI,Lavoy Allen,Temple University,4,"$7,110,000.00 ",0,6,388,6905,1847,1843,384,0.471,0.133,0.682,17.8,4.8,4.8,1,13.8,0.096,-1.2,1.3
2011,2,38,HOU,Chandler Parsons,University of Florida,4,"$54,843,000.00 ",0,6,374,12005,5086,1805,1086,0.466,0.373,0.711,32.1,13.6,4.8,2.9,28,0.112,2,12.1
2011,2,52,DET,Vernon Macklin,University of Florida,4,$0.00 ,0,1,23,135,46,34,5,0.543,,0.571,5.9,2,1.5,0.2,0.5,0.161,-0.6,0
