DraftYr,Round,Pk,Tm,Player,College,CollegeYrs,Salary,Championships,Career,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
2011,2,32,CLE,Justin Harper,University of Richmond,4,"$1,293,471.00 ",0,3,22,150,45,18,4,0.34,0.276,0.333,6.8,2,0.8,0.2,-0.3,-0.093,-8.4,-0.2
2011,2,40,MIL,Jon Leuer,University of Wisconsin,4,"$14,368,061.00 ",0,6,328,5407,2196,1297,282,0.479,0.338,0.765,16.5,6.7,4,0.9,12.2,0.108,-1.1,1.2
2012,2,38,DEN,Quincy Miller,Baylor University,1,"$1,164,397.00 ",0,3,69,934,295,169,37,0.35,0.292,0.706,13.5,4.3,2.4,0.5,-0.1,-0.003,-4,-0.5
2012,1,10,NOH,Austin Rivers,Duke University,1,"$21,128,036.00 ",0,5,347,7838,2919,681,745,0.418,0.345,0.651,22.6,8.4,2,2.1,5.5,0.033,-3.1,-2.1
2012,1,16,HOU,Royce White,Iowa State University,1,"$1,645,440.00 ",0,1,3,9,0,0,0,0,,,3,0,0,0,0,-0.121,-10.4,0
2012,1,15,PHI,Maurice Harkless,St. John's University,1,"$17,390,344.00 ",0,5,356,8278,2646,1326,310,0.471,0.315,0.596,23.3,7.4,3.7,0.9,12.6,0.073,-0.4,3.4
2012,1,9,DET,Andre Drummond,University of Connecticut,1,"$10,662,171.00 ",0,5,385,11439,5120,4945,277,0.548,0.263,0.381,29.7,13.3,12.8,0.7,36.1,0.151,0.7,7.7
2012,1,3,WAS,Bradley Beal,University of Florida,1,"$40,955,264.00 ",0,5,324,10774,5728,1153,1003,0.441,0.399,0.796,33.3,17.7,3.6,3.1,21.9,0.098,0.3,6.2
2012,1,1,NOH,Anthony Davis,University of Kentucky,1,"$45,314,760.00 ",0,5,335,11531,7497,3402,590,0.513,0.29,0.787,34.4,22.4,10.2,1.8,48.8,0.203,4.1,17.7
2012,1,2,CHA,Michael Kidd-Gilchrist,University of Kentucky,1,"$33,968,044.00 ",0,5,283,7668,2582,1805,369,0.47,0.206,0.712,27.1,9.1,6.4,1.3,15.5,0.097,-0.9,2.1
2012,1,29,CHI,Marquis Teague,University of Kentucky,1,"$3,270,360.00 ",0,2,88,835,206,84,121,0.349,0.22,0.686,9.5,2.3,1,1.4,-0.8,-0.046,-8.1,-1.3
2012,1,25,MEM,Tony Wroten,University of Washington,1,"$4,698,607.00 ",0,4,145,3076,1604,363,437,0.413,0.231,0.647,21.2,11.1,2.5,3,-1.3,-0.021,-4.1,-1.6
2012,1,28,OKC,Perry Jones,Baylor University,2,"$5,332,446.00 ",0,3,143,1675,488,252,54,0.42,0.293,0.66,11.7,3.4,1.8,0.4,1.7,0.048,-4.6,-1.1
2012,2,33,CLE,Bernard James,Florida State University,2,"$710,490.00 ",0,3,92,761,203,212,13,0.497,0,0.68,8.3,2.2,2.3,0.1,1.9,0.117,-1.1,0.2
2012,2,34,CLE,Jae Crowder,Marquette University,2,"$14,598,259.00 ",0,5,383,8897,3413,1462,538,0.435,0.346,0.785,23.2,8.9,3.8,1.4,21.7,0.117,1.3,7.3
2012,1,21,BOS,Jared Sullinger,Ohio State University,2,"$12,294,420.00 ",0,5,269,6532,2893,2006,477,0.436,0.272,0.723,24.3,10.8,7.5,1.8,15.3,0.113,0.5,4.1
2012,1,4,CLE,Dion Waiters,Syracuse University,2,"$19,719,270.00 ",0,5,335,9572,4438,891,909,0.413,0.346,0.698,28.6,13.2,2.7,2.7,7.4,0.037,-2.5,-1.1
2012,1,22,BOS,Fab Melo,Syracuse University,2,"$1,254,720.00 ",0,1,6,36,7,3,0,0.5,,0.25,6,1.2,0.5,0,0,0.021,-5.8,0
2012,1,12,HOU,Jeremy Lamb,University of Connecticut,2,"$15,970,304.00 ",0,5,276,4688,2214,830,316,0.439,0.324,0.823,17,8,3,1.1,10.5,0.108,-1.4,0.7
2012,1,11,POR,Meyers Leonard,University of Illinois at Urbana-Champaign,2,"$18,955,963.00 ",0,5,299,4963,1714,1167,246,0.461,0.371,0.825,16.6,5.7,3.9,0.8,9.4,0.091,-2.1,-0.1
2012,1,18,HOU,Terrence Jones,University of Kentucky,2,"$7,145,050.00 ",0,5,232,5557,2429,1330,238,0.501,0.299,0.622,24,10.5,5.7,1,14.8,0.128,0.2,3
2012,2,42,MIL,Doron Lamb,University of Kentucky,2,$0.00 ,0,2,100,1272,345,95,75,0.381,0.394,0.7,12.7,3.5,1,0.8,0.1,0.005,-5.9,-1.2
2012,2,40,POR,Will Barton,University of Memphis,2,"$7,616,666.00 ",0,5,314,6322,2856,1116,581,0.427,0.324,0.784,20.1,9.1,3.6,1.9,9,0.068,-1,1.5
2012,1,7,GSW,Harrison Barnes,University of North Carolina,2,"$12,645,278.00 ",1,5,386,11425,4605,1816,563,0.453,0.37,0.776,29.6,11.9,4.7,1.5,22.2,0.093,-1,2.9
2012,1,13,PHO,Kendall Marshall,University of North Carolina,2,"$7,661,402.00 ",0,4,160,3083,802,253,779,0.399,0.37,0.611,19.3,5,1.6,4.9,1,0.015,-5.6,-2.8
2012,1,8,TOR,Terrence Ross,University of Washington,2,"$21,589,837.00 ",0,5,387,9192,3731,1013,362,0.423,0.374,0.803,23.8,9.6,2.6,0.9,14.6,0.076,-0.9,2.6
2012,2,45,PHI,Justin Hamilton,Louisiana State University,3,"$3,098,036.00 ",0,3,113,1961,687,403,91,0.464,0.309,0.798,17.4,6.1,3.6,0.8,3.7,0.091,-0.3,0.8
2012,2,55,DAL,Darius Johnson-Odom,Marquette University,3,"$473,604.00 ",0,2,7,21,0,6,2,0,0,0,3,0,0.9,0.3,-0.3,-0.597,-23.2,-0.1
2012,1,27,MIA,Arnett Moultrie,Mississippi State University,3,"$3,267,720.00 ",0,2,59,729,210,180,12,0.547,,0.667,12.4,3.6,3.1,0.2,1.7,0.113,-3,-0.2
2012,1,24,CLE,Jared Cunningham,Oregon State University,3,"$2,150,000.00 ",1,4,84,605,197,56,39,0.347,0.306,0.674,7.2,2.3,0.7,0.5,0.2,0.017,-5.9,-0.6
2012,2,39,DET,Khris Middleton,Texas A&M University,3,"$29,900,000.00 ",0,5,296,9054,4070,1132,809,0.45,0.404,0.874,30.6,13.8,3.8,2.7,18,0.095,0,4.5
2012,1,5,SAC,Thomas Robinson,University of Kansas,3,"$11,560,788.00 ",0,5,313,4204,1528,1507,190,0.47,0,0.505,13.4,4.9,4.8,0.6,4.6,0.053,-3.2,-1.3
2012,1,14,MIL,John Henson,University of North Carolina,3,"$21,176,787.00 ",0,5,315,5994,2418,1622,314,0.534,0,0.572,19,7.7,5.1,1,13.8,0.111,0.5,3.8
2012,1,23,ATL,John Jenkins,Vanderbilt University,3,"$5,808,589.00 ",0,5,145,1850,734,213,116,0.448,0.364,0.849,12.8,5.1,1.5,0.8,2.7,0.071,-3.6,-0.7
2012,2,37,TOR,Quincy Acy,Baylor University,4,"$2,455,092.00 ",0,5,257,3910,1214,897,152,0.482,0.366,0.75,15.2,4.7,3.5,0.6,7.8,0.095,-1.6,0.4
2012,1,26,IND,Miles Plumlee,Duke University,4,"$17,973,974.00 ",0,5,273,4567,1380,1295,116,0.53,,0.564,16.7,5.1,4.7,0.4,9.2,0.097,-1.5,0.5
2012,2,35,GSW,Draymond Green,Michigan State University,4,"$31,316,805.00 ",2,5,397,10627,3566,2684,1627,0.435,0.334,0.695,26.8,9,6.8,4.1,32.9,0.149,4.1,16.4
2012,2,49,ORL,Kyle O'Quinn,Norfolk State University,4,"$8,457,622.00 ",0,5,321,4643,1760,1461,378,0.502,0.221,0.735,14.5,5.5,4.6,1.2,11,0.114,1,3.5
2012,2,58,MIN,Robbie Hummel,Purdue University,4,"$2,350,611.00 ",0,2,98,1397,379,266,50,0.418,0.343,0.867,14.3,3.9,2.7,0.5,1.9,0.066,-2.9,-0.3
2012,1,19,ORL,Andrew Nicholson,St. Bonaventure University,4,"$12,979,426.00 ",0,5,285,4080,1700,857,126,0.467,0.321,0.773,14.3,6,3,0.4,3.8,0.045,-5.3,-3.4
2012,2,51,BOS,Kris Joseph,Syracuse University,4,"$27,859.00 ",0,1,10,54,9,7,1,0.143,0,0.625,5.4,0.9,0.7,0.1,-0.1,-0.127,-10.5,-0.1
2012,2,47,UTA,Kevin Murphy,Tennessee Technological University,4,$0.00 ,0,1,17,52,15,4,2,0.25,0.2,,3.1,0.9,0.2,0.1,-0.3,-0.272,-17.6,-0.2
2012,2,36,SAC,Orlando Johnson,University of California Santa Barbara,4,"$605,722.00 ",0,3,103,1112,329,180,69,0.358,0.311,0.727,10.8,3.2,1.7,0.7,1.4,0.059,-3.8,-0.5
2012,2,41,POR,Tyshawn Taylor,University of Kansas,4,$0.00 ,0,2,61,491,174,33,57,0.354,0.36,0.684,8,2.9,0.5,0.9,-0.9,-0.088,-8.8,-0.8
2012,2,46,NOH,Darius Miller,University of Kentucky,4,"$788,872.00 ",0,3,102,1460,320,131,89,0.42,0.351,0.841,14.3,3.1,1.3,0.9,1.2,0.04,-2.5,-0.2
2012,2,44,DET,Kim English,University of Missouri,4,$0.00 ,0,1,41,407,119,37,26,0.375,0.28,0.724,9.9,2.9,0.9,0.6,0.2,0.021,-4.2,-0.2
2012,2,59,SAS,Marcus Denmon,University of Missouri,4,$0.00 ,0,0,,,,,,,,,,,,,,,,
2012,1,17,DAL,Tyler Zeller,University of North Carolina,4,"$15,517,295.00 ",0,5,340,6048,2384,1487,316,0.499,0,0.769,17.8,7,4.4,0.9,13.8,0.11,-1.5,0.7
2012,2,30,GSW,Festus Ezeli,Vanderbilt University,4,"$12,609,508.00 ",1,3,170,2394,712,725,63,0.513,,0.557,14.1,4.2,4.3,0.4,5.9,0.119,-1.1,0.6
2012,2,31,CHA,Jeff Taylor,Vanderbilt University,4,$0.00 ,0,3,132,2566,807,263,107,0.409,0.319,0.665,19.4,6.1,2,0.8,1.3,0.024,-3.9,-1.2
2012,1,6,POR,Damian Lillard,Weber State University,4,"$38,173,592.00 ",0,5,396,14399,8880,1593,2447,0.43,0.37,0.877,36.4,22.4,4,6.2,45.5,0.152,3.2,18.7
2012,2,60,LAL,Robert Sacre,Gonzaga University,5,"$1,770,220.00 ",0,4,189,2745,787,593,126,0.436,0,0.671,14.5,4.2,3.1,0.7,2.4,0.042,-3.1,-0.8
2012,2,43,ATL,Mike Scott,University of Virginia,5,"$10,473,604.00 ",0,5,281,4322,1988,836,257,0.46,0.336,0.786,15.4,7.1,3,0.9,9.2,0.103,-2.4,-0.4
2013,2,43,MIL,Ricky Ledo,Providence College,1,"$1,539,304.00 ",0,2,28,277,109,38,21,0.336,0.371,0.769,9.9,3.9,1.4,0.8,-0.6,-0.096,-7.8,-0.4
2013,2,40,POR,Grant Jerrett,University of Arizona,1,"$874,636.00 ",0,1,8,51,16,9,3,0.269,0.067,1,6.4,2,1.1,0.4,-0.1,-0.128,-8.4,-0.1
2013,1,14,UTA,Shabazz Muhammad,University of California Los Angeles,1,"$8,962,299.00 ",0,4,235,4354,2290,694,137,0.476,0.323,0.749,18.5,9.7,3,0.6,7.7,0.085,-3.9,-2.1
2013,1,7,SAC,Ben McLemore,University of Kansas,1,"$13,087,722.00 ",0,4,293,7476,2742,753,352,0.417,0.352,0.78,25.5,9.4,2.6,1.2,3.9,0.025,-2.6,-1.2
2013,1,6,NOH,Nerlens Noel,University of Kentucky,1,"$14,329,730.00 ",0,3,193,5323,1936,1447,300,0.511,0.333,0.618,27.6,10,7.5,1.6,11,0.099,1.2,4.3
2013,1,29,OKC,Archie Goodwin,University of Kentucky,1,"$3,411,840.00 ",0,4,165,2396,1040,331,206,0.429,0.236,0.7,14.5,6.3,2,1.2,1.1,0.022,-4.2,-1.3
2013,1,1,CLE,Anthony Bennett,University of Nevada Las Vegas,1,"$11,903,896.00 ",0,4,151,1905,658,472,77,0.392,0.261,0.67,12.6,4.4,3.1,0.5,0.5,0.013,-5.6,-1.7
2013,1,12,OKC,Steven Adams,University of Pittsburgh,1,"$9,695,397.00 ",0,4,311,7371,2343,2001,257,0.568,0,0.571,23.7,7.5,6.4,0.8,19.9,0.13,0.9,5.3
2013,2,42,PHI,Pierre Jackson,Baylor University,2,"$31,969.00 ",0,1,8,84,35,9,19,0.333,0.273,0.857,10.5,4.4,1.1,2.4,0,0.021,-4.4,-0.1
2013,2,50,ATL,James Ennis,California State University Long Beach,2,$0.00 ,0,3,148,2881,900,477,133,0.442,0.372,0.798,19.5,6.1,3.2,0.9,6,0.1,-0.3,1.3
2013,1,3,WAS,Otto Porter,Georgetown University,2,$0.00 ,0,4,266,6632,2469,1183,316,0.481,0.389,0.774,24.9,9.3,4.4,1.2,17.7,0.128,1.7,6.2
2013,1,4,CHA,Cody Zeller,Indiana University,2,"$21,267,153.00 ",0,4,279,6402,2239,1575,362,0.5,0.154,0.734,22.9,8,5.6,1.3,18.4,0.138,0.6,4.2
2013,1,11,PHI,Michael Carter-Williams,Syracuse University,2,"$10,083,526.00 ",0,4,235,7058,3053,1219,1277,0.407,0.252,0.696,30,13,5.2,5.4,3.5,0.024,-0.8,2.2
2013,1,8,DET,Kentavious Caldwell-Pope,University of Georgia,2,"$11,995,639.00 ",0,4,314,9488,3665,941,495,0.405,0.334,0.785,30.2,11.7,3,1.6,14.5,0.073,-0.1,4.6
2013,1,5,PHO,Alex Len,University of Maryland,2,"$15,773,381.00 ",0,4,266,5261,1834,1657,177,0.465,0.227,0.716,19.8,6.9,6.2,0.7,7.9,0.072,-2.5,-0.6
2013,1,18,ATL,Shane Larkin,University of Miami,2,"$4,643,040.00 ",0,3,202,4105,1168,398,639,0.43,0.328,0.762,20.3,5.8,2,3.2,3,0.035,-2.6,-0.6
2013,1,9,MIN,Trey Burke,University of Michigan,2,"$11,032,158.00 ",0,4,267,6619,2832,571,972,0.39,0.337,0.813,24.8,10.6,2.1,3.6,5.9,0.043,-2.5,-0.9
2013,2,37,DET,Tony Mitchell,University of North Texas,2,"$500,000.00 ",0,1,21,79,22,26,2,0.417,1,0.579,3.8,1,1.2,0.1,0.2,0.151,1.3,0.1
2013,2,33,CLE,Carrick Felix,Arizona State University,3,"$1,326,482.00 ",0,1,7,38,19,6,4,0.5,0.4,0.75,5.4,2.7,0.9,0.6,0,0.057,-4.7,0
2013,2,35,PHI,Glen Rice Jr,Georgia Institute of Technology,3,$0.00 ,0,2,16,152,43,24,9,0.269,0.25,0.692,9.5,2.7,1.5,0.6,-0.2,-0.065,-7.3,-0.2
2013,1,13,DAL,Kelly Olynyk,Gonzaga University,3,"$9,321,294.00 ",0,4,278,5756,2628,1310,471,0.477,0.368,0.743,20.7,9.5,4.7,1.7,14.7,0.122,1.1,4.5
2013,1,2,ORL,Victor Oladipo,Indiana University,3,"$26,251,201.00 ",0,4,291,9661,4618,1267,1080,0.434,0.346,0.8,33.2,15.9,4.4,3.7,13.7,0.068,-0.1,4.7
2013,2,52,MIN,Lorenzo Brown,North Carolina State University,3,"$1,410,507.00 ",0,3,63,834,206,105,142,0.369,0.152,0.667,13.2,3.3,1.7,2.3,-0.2,-0.013,-4.2,-0.5
2013,2,58,SAS,Deshaun Thomas,Ohio State University,3,$0.00 ,0,0,,,,,,,,,,,,,,,,
2013,2,41,MEM,Jamaal Franklin,San Diego State University,3,"$535,000.00 ",0,2,24,174,42,25,9,0.415,0.462,1,7.3,1.8,1,0.4,0,-0.006,-5.4,-0.1
2013,2,31,CLE,Allen Crabbe,University of California,3,"$20,187,000.00 ",0,4,226,5142,1878,524,238,0.456,0.411,0.848,22.8,8.3,2.3,1.1,9.8,0.091,-0.9,1.5
2013,1,26,MIN,Andre Roberson,University of Colorado,3,"$6,406,152.00 ",0,4,256,5614,1162,1003,211,0.473,0.26,0.493,21.9,4.5,3.9,0.8,10.6,0.09,0.4,3.5
2013,2,36,SAC,Ray McCallum,University of Detroit Mercy,3,"$1,462,210.00 ",0,3,154,2808,920,306,368,0.408,0.335,0.711,18.2,6,2,2.4,2.1,0.035,-2.8,-0.6
2013,1,21,UTA,Gorgui Dieng,University of Louisville,3,"$6,589,343.00 ",0,4,297,7884,2639,2141,486,0.511,0.343,0.786,26.5,8.9,7.2,1.6,18.7,0.114,2,8
2013,1,24,NYK,Tim Hardaway Jr,University of Michigan,3,$0.00 ,0,4,281,6574,3097,587,426,0.427,0.352,0.803,23.4,11,2.1,1.5,10.6,0.077,-2.1,-0.1
2013,1,20,CHI,Tony Snell,University of New Mexico,3,"$8,194,687.00 ",0,4,293,6280,1802,747,289,0.416,0.373,0.813,21.4,6.2,2.5,1,7.9,0.061,-2.1,-0.1
2013,1,25,LAC,Reggie Bullock,University of North Carolina,3,"$7,006,804.00 ",0,4,147,1629,447,236,76,0.393,0.355,0.8,11.1,3,1.6,0.5,2.5,0.073,-1.9,0
2013,2,44,DAL,Mike Muscala,Bucknell University,4,"$1,154,100.00 ",0,4,190,2519,903,528,161,0.505,0.385,0.817,13.3,4.8,2.8,0.8,7,0.134,0.3,1.4
2013,2,53,IND,Colton Iverson,Colorado State University,4,$0.00 ,0,0,,,,,,,,,,,,,,,,
2013,1,22,BRK,Mason Plumlee,Duke University,4,"$6,399,770.00 ",0,4,315,7250,2828,2053,644,0.559,0,0.582,23,9,6.5,2,21.6,0.143,2.2,7.7
2013,2,48,LAL,Ryan Kelly,Duke University,4,"$3,661,035.00 ",0,4,163,3125,981,504,215,0.378,0.316,0.797,19.2,6,3.1,1.3,3,0.046,-2.2,-0.2
2013,1,10,POR,CJ McCollum,Lehigh University,4,"$10,482,459.00 ",0,4,260,7025,4128,687,717,0.459,0.413,0.844,27,15.9,2.6,2.8,15.7,0.107,0.2,3.9
2013,2,34,HOU,Isaiah Canaan,Murray State University,4,"$1,387,357.00 ",0,4,185,3748,1560,335,294,0.368,0.352,0.828,20.3,8.4,1.8,1.6,3.5,0.045,-2.8,-0.7
2013,2,38,WAS,Nate Wolters,South Dakota State University,4,"$500,000.00 ",0,2,79,1556,459,183,208,0.426,0.261,0.635,19.7,5.8,2.3,2.6,1,0.03,-3.9,-0.7
2013,1,23,IND,Solomon Hill,University of Arizona,4,"$15,149,618.00 ",0,4,249,5847,1585,828,394,0.4,0.336,0.822,23.5,6.4,3.3,1.6,8.7,0.072,-0.4,2.4
2013,2,49,CHI,Erik Murphy,University of Florida,4,$0.00 ,0,1,24,62,6,8,2,0.231,0,,2.6,0.3,0.3,0.1,-0.1,-0.055,-8.1,-0.1
2013,2,39,POR,Jeff Withey,University of Kansas,4,"$1,306,662.00 ",0,4,197,2033,651,508,64,0.531,0,0.717,10.3,3.3,2.6,0.3,6.8,0.161,0.9,1.5
2013,2,56,DET,Peyton Siva,University of Louisville,4,$0.00 ,0,1,24,224,54,14,34,0.316,0.28,0.733,9.3,2.3,0.6,1.4,-0.2,-0.032,-7.3,-0.3
2013,2,57,PHO,Alex Oriakhi,University of Missouri,4,$0.00 ,0,0,,,,,,,,,,,,,,,,
2013,2,51,ORL,Romero Osby,University of Oklahoma,4,$0.00 ,0,0,,,,,,,,,,,,,,,,
2013,2,54,WAS,Arsalan Kazemi,University of Oregon,4,$0.00 ,0,0,,,,,,,,,,,,,,,,
2013,2,46,UTA,Erick Green,Virginia Polytechnic Institute and State University,4,"$606,754.00 ",0,2,52,452,159,37,42,0.377,0.288,0.857,8.7,3.1,0.7,0.8,0.1,0.011,-5.1,-0.3
2014,1,2,MIL,Jabari Parker,Duke University,1,"$15,457,320.00 ",0,3,152,4874,2403,847,314,0.491,0.341,0.748,32.1,15.8,5.6,2.1,9,0.088,-1.3,0.9
2014,1,9,CHH,Noah Vonleh,Indiana University,1,"$7,913,280.00 ",0,3,177,2698,693,778,65,0.444,0.291,0.678,15.2,3.9,4.4,0.4,3.4,0.061,-4.1,-1.4
2014,1,18,PHO,Tyler Ennis,Syracuse University,1,"$4,986,960.00 ",0,3,132,1653,555,155,254,0.419,0.342,0.773,12.5,4.2,1.2,1.9,0.4,0.013,-5.3,-1.4
2014,1,4,ORL,Aaron Gordon,University of Arizona,1,"$12,515,040.00 ",0,3,205,4958,1981,1081,311,0.46,0.289,0.699,24.2,9.7,5.3,1.5,10.1,0.098,-0.1,2.4
2014,1,13,MIN,Zach LaVine,University of California Los Angeles,1,"$6,445,080.00 ",0,3,206,5945,2817,602,666,0.445,0.378,0.821,28.9,13.7,2.9,3.2,4.9,0.039,-2,-0.1
2014,1,1,CLE,Andrew Wiggins,University of Kansas,1,"$17,275,920.00 ",0,3,245,8862,4995,993,523,0.45,0.329,0.76,36.2,20.4,4.1,2.1,10.3,0.056,-2.4,-0.8
2014,1,3,PHI,Joel Embiid,University of Kansas,1,"$13,880,760.00 ",0,1,31,786,627,243,66,0.466,0.367,0.783,25.4,20.2,7.8,2.1,1.9,0.117,3.1,1
2014,1,7,LAL,Julius Randle,University of Kentucky,1,"$9,396,720.00 ",0,3,156,4432,1896,1465,408,0.457,0.273,0.717,28.4,12.2,9.4,2.6,5.1,0.055,-1.9,0.1
2014,1,17,BOS,James Young,University of Kentucky,1,"$5,249,520.00 ",0,3,89,751,202,94,26,0.367,0.276,0.548,8.4,2.3,1.1,0.3,0.7,0.047,-3.8,-0.3
2014,1,23,UTA,Rodney Hood,Duke University,2,"$4,045,320.00 ",0,3,188,5198,2330,586,392,0.415,0.364,0.818,27.6,12.4,3.1,2.1,10.7,0.099,-0.2,2.3
2014,1,19,CHI,Gary Harris,Michigan State University,2,"$4,759,560.00 ",0,3,188,4940,1971,462,340,0.46,0.356,0.79,26.3,10.5,2.5,1.8,7.9,0.077,0,2.5
2014,1,14,PHO,TJ Warren,North Carolina State University,2,"$6,123,120.00 ",0,3,153,3732,1711,571,144,0.502,0.312,0.751,24.4,11.2,3.7,0.9,7.4,0.095,-0.8,1.1
2014,1,6,BOS,Marcus Smart,Oklahoma State University,2,"$10,293,240.00 ",0,3,207,5874,1916,782,757,0.358,0.291,0.762,28.4,9.3,3.8,3.7,9,0.073,0.4,3.6
2014,2,39,PHI,Jerami Grant,Syracuse University,2,"$1,865,310.00 ",0,3,222,4974,1597,764,260,0.412,0.304,0.628,22.4,7.2,3.4,1.2,5.6,0.054,-2.1,-0.1
2014,1,22,MEM,Jordan Adams,University of California Los Angeles,2,"$4,213,800.00 ",0,2,32,263,101,30,19,0.402,0.385,0.607,8.2,3.2,0.9,0.6,0.4,0.07,-0.5,0.1
2014,2,30,SAS,Kyle Anderson,University of California Los Angeles,2,"$3,428,640.00 ",0,3,183,2623,670,524,242,0.442,0.341,0.753,14.3,3.7,2.9,1.3,6.5,0.119,1.1,2.1
2014,1,8,SAC,Nik Stauskas,University of Michigan,2,"$8,608,320.00 ",0,3,226,5124,1692,497,393,0.386,0.343,0.807,22.7,7.5,2.2,1.7,2.4,0.022,-3.2,-1.5
2014,1,21,OKC,Mitch McGary,University of Michigan,2,"$4,389,120.00 ",0,2,52,557,227,183,17,0.527,0,0.58,10.7,4.4,3.5,0.3,1.3,0.108,-3.1,-0.2
2014,2,40,MIN,Glenn Robinson III,University of Michigan,2,"$2,150,500.00 ",0,3,149,2196,663,353,84,0.448,0.376,0.698,14.7,4.4,2.4,0.6,3.4,0.075,-2.3,-0.2
2014,1,26,MIA,P.J. Hairston,University of North Carolina,2,"$2,351,160.00 ",0,2,111,2000,664,266,59,0.343,0.295,0.81,18,6,2.4,0.5,0.9,0.021,-3.9,-1
2014,2,34,NYK,Cleanthony Early,Wichita State University,2,$0.00 ,0,2,56,801,241,123,42,0.346,0.263,0.75,14.3,4.3,2.2,0.8,-0.6,-0.039,-5.7,-0.8
2014,2,55,MIA,Semaj Christon,Xavier University,2,$0.00 ,0,1,64,973,183,87,130,0.345,0.19,0.548,15.2,2.9,1.4,2,0.1,0.006,-6.3,-1.1
2014,2,32,PHI,KJ McDaniels,Clemson University,3,"$6,523,127.00 ",0,3,148,2092,782,324,95,0.412,0.29,0.776,14.1,5.3,2.2,0.6,1.3,0.03,-3.3,-0.7
2014,2,36,MIL,Johnny O'Bryant III,Louisiana State University,3,"$1,606,542.00 ",0,3,111,1305,338,259,55,0.404,0.571,0.603,11.8,3,2.3,0.5,-0.1,-0.003,-6.7,-1.5
2014,2,42,HOU,Nick Johnson,University of Arizona,3,"$845,059.00 ",0,1,28,262,74,39,11,0.347,0.238,0.68,9.4,2.6,1.4,0.4,-0.1,-0.02,-7.3,-0.3
2014,2,38,DET,Spencer Dinwiddie,University of Colorado,3,"$2,271,731.00 ",0,3,105,1948,635,229,311,0.389,0.29,0.779,18.6,6,2.2,3,3,0.074,-2,0
2014,2,37,TOR,DeAndre Daniels,University of Connecticut,3,$0.00 ,0,0,,,,,,,,,,,,,,,,
2014,1,10,PHI,Elfrid Payton,University of Louisiana at Lafayette,3,"$7,517,160.00 ",0,3,237,7046,2555,997,1530,0.446,0.289,0.611,29.7,10.8,4.2,6.5,8.9,0.061,-0.4,2.9
2014,2,46,WAS,Jordan Clarkson,University of Missouri,3,"$13,007,336.00 ",0,3,220,6425,3133,750,611,0.441,0.334,0.809,29.2,14.2,3.4,2.8,5.7,0.042,-1.7,0.6
2014,2,35,UTA,Jarnell Stokes,University of Tennessee,3,"$725,000.00 ",0,3,28,151,67,40,7,0.581,,0.531,5.4,2.4,1.4,0.3,0.6,0.202,1,0.1
2014,2,60,SAS,Cory Jefferson,Baylor University,4,"$49,709.00 ",0,2,58,581,205,161,16,0.444,0.125,0.583,10,3.5,2.8,0.3,0.9,0.071,-4.6,-0.4
2014,1,11,DEN,Doug McDermott,Creighton University,4,"$7,141,440.00 ",0,3,183,3690,1465,417,123,0.446,0.394,0.836,20.2,8,2.3,0.7,5.4,0.07,-3.7,-1.6
2014,1,15,ATL,Adreian Payne,Michigan State University,4,"$5,816,400.00 ",0,3,102,1360,408,306,66,0.399,0.232,0.67,13.3,4,3,0.6,-0.7,-0.026,-5.5,-1.2
2014,2,44,MIN,Markel Brown,Oklahoma State University,4,$0.00 ,0,2,109,1763,579,229,130,0.382,0.297,0.781,16.2,5.3,2.1,1.2,1.1,0.031,-2.7,-0.3
2014,2,59,TOR,Xavier Thames,San Diego State University,4,$0.00 ,0,0,,,,,,,,,,,,,,,,
2014,1,29,OKC,Josh Huestis,Stanford University,4,"$2,331,720.00 ",0,2,7,86,28,19,3,0.478,0.6,0,12.3,4,2.7,0.4,0.2,0.102,-2.7,0
2014,2,45,CHH,Dwight Powell,Stanford University,4,"$8,375,000.00 ",0,3,175,2561,1005,629,102,0.501,0.257,0.75,14.6,5.7,3.6,0.6,8.3,0.156,0.5,1.6
2014,1,24,CHH,Shabazz Napier,University of Connecticut,4,"$3,883,200.00 ",0,3,159,2124,682,229,294,0.373,0.354,0.767,13.4,4.3,1.4,1.8,1.2,0.027,-3.2,-0.6
2014,2,56,DEN,Roy Devyn Marble,University of Iowa,4,$0.00 ,0,2,44,457,97,69,29,0.304,0.222,0.375,10.4,2.2,1.6,0.7,-0.3,-0.028,-5,-0.3
2014,2,47,PHI,Russ Smith,University of Louisville,4,"$1,352,395.00 ",0,2,27,131,53,15,19,0.319,0.188,0.769,4.9,2,0.6,0.7,-0.2,-0.068,-6.4,-0.1
2014,2,49,CHI,Cameron Bairstow,University of New Mexico,4,$0.00 ,0,2,36,167,44,36,7,0.296,0.2,0.846,4.6,1.2,1,0.2,-0.1,-0.021,-7.7,-0.2
2014,2,58,SAS,Jordan McRae,University of Tennessee,4,"$985,832.00 ",1,2,59,579,260,61,44,0.404,0.384,0.774,9.8,4.4,1,0.7,0.5,0.043,-5.7,-0.5
2014,2,33,CLE,Joe Harris,University of Virginia,4,"$884,879.00 ",1,3,108,1646,567,191,82,0.418,0.379,0.688,15.2,5.3,1.8,0.8,0.9,0.027,-3.5,-0.6
